Systema(c,Raw,Common,Genbank,Column5,Gene SymboDescrip(on,,
1438371_x_at,158.5429,Ddx5,BB114677,null,"BB114677 RIKEN full?length enriched, adult male urinary bladder cDNA clone similar to p68 RNA helicase",,
1419360_a_at,158.2424,Syt,AI528781,Ss18,"synovial sarcoma transloca(on, Chromosome 18",,
1438560_x_at,156.8187,Cct4,AV103196,null,Chaperonin subunit 4 (delta),,
1417364_at,156.4508,EF1G,AF321126,Eef1g,eukaryo(c transla(on elonga(on factor 1 gamma,,
1416088_a_at,155.3613,rig,NM_009091,Rps15,ribosomal protein S15,,
1420880_a_at,151.9083,14?3?3 beta,NM_018753,Ywhab,"tyrosine 3?monooxygenase/tryptophan 5?monooxygenase ac(va(on protein, beta polypep(de",,
1437729_at,151.6395,L27A,BG141806,Rpl27a,ribosomal protein L27a,,
1438947_x_at,151.0411,Sema3f,BB459744,null,"BB459744 RIKEN full?length enriched, 12 days embryo spinal ganglion Mus musculus cDNA clone D130063D24 3', mRNA sequence.",,
1434732_x_at,150.4043,Tomm7,AV044898,null,Translocase of outer mitochondrial membrane 7 homolog (yeast),,
1415906_at,150.0288,Ptmb4,NM_021278,Tmsb4x,"thymosin, beta 4, X chromosome",,
1437811_x_at,149.5086,Cotl1,AV312368,null,"AV312368 RIKEN full?length enriched, adult male thymus Mus musculus cDNA clone 5830401O15 3', mRNA sequence.",,
1434512_x_at,149.2008,Sfrs3,BB492363,Srsf3,"Splicing factor, arginine/serine?rich 3 (SRp20)",,
1438723_a_at,148.142,MGC107635,BI900577,Rps10,ribosomal protein S10,,
1436292_a_at,147.7016,Oaz,BI438046,Oaz1,ornithine decarboxylase an(zyme,,
1433534_a_at,144.1728,Cct2,AV172084,null,Chaperonin subunit 2 (beta),,
1437907_a_at,143.4928,Tbca,BB559082,null,Tubulin cofactor a,,
1422475_a_at,140.8196,MGC102469,NM_016959,Rps3a,ribosomal protein S3a,,
1438629_x_at,140.1168,Grn,AV166504,null,Granulin,,
1448739_x_at,139.461,Ke?3,NM_011296,Rps18,ribosomal protein S18,,
1448334_a_at,138.5795,Ccni,NM_017367,Ccni,cyclin I,,
1423255_at,137.5478,VAG1,BI154058,Atp6v1g1,"ATPase, H+ transpor(ng, lysosomal V1 subunit G1",,
1448784_at,137.4545,TAFII30,NM_020024,Taf10,"TAF10 RNA polymerase II, TATA box binding protein (TBP)?associated factor",,
1448109_a_at,136.4871,SIG?20,NM_009080,Rpl26,ribosomal protein L26,,
1460201_a_at,134.6666,0610008L05Rik,BC002110,Rpl24,ribosomal protein L24,,
1456071_a_at,134.6329,Rap1b,AV155488,null,"AV155488 Mus musculus hippocampus C57BL/6J adult Mus musculus cDNA clone 2900079P09, mRNA sequence.",,
1435055_a_at,132.5825,Tom1,BB765813,null,"BB765813 RIKEN full?length enriched, B16 F10Y cells Mus musculus cDNA clone G370056K19 3', mRNA sequence.",,
1456580_s_at,132.0289,Atp5d,AV019894,Atp5f1d,"ATP synthase, H+ transpor(ng, mitochondrial F1 complex, delta subunit",,
1455077_a_at,131.0097,Morf4l1,AU042749,null,Mortality factor 4 like 1,,
1435368_a_at,129.6212,Parp1,BB767586,null,"Poly (ADP?ribose) polymerase family, member 1",,
1448582_at,128.7862,NAP,NM_025680,Ctnnbl1,"catenin, beta like 1",,
1428215_x_at,128.0789,TOM7,BB609428,Tomm7,translocase of outer mitochondrial membrane 7 homolog (yeast),,
1447919_x_at,127.5856,Ndufab1,AV092283,null,"NADH dehydrogenase (ubiquinone) 1, alpha/beta subcomplex, 1",,
1455578_x_at,127.5109,1810055P16Rik,AU018166,Rpl41,ribosomal protein L41,,
1428116_a_at,127.382,Dynlt1,BG093881,null,Dynein light chain Tctex?type 1,,
1454900_s_at,125.4503,Phr1,AW107953,Mycbp2,"Pam, highwire, rpm 1",,
1418506_a_at,124.4559,PrxII,NM_011563,Prdx2,peroxiredoxin 2,,
1434543_a_at,124.2204,Bola2,BE992311,null,BolA?like 2 (E. coli),,
1417608_a_at,122.641,MGC107571,NM_009438,Rpl13a,ribosomal protein L13a,,
1432263_a_at,121.4303,EB1,AK009614,Cox7a2l,cytochrome c oxidase subunit VIIa polypep(de 2?like,,
1448284_a_at,120.3317,KFYI,NM_025523,Ndufc1,"NADH dehydrogenase (ubiquinone) 1, subcomplex unknown, 1",,
1422613_a_at,118.8732,Surf3,NM_013721,Rpl7a,ribosomal protein L7a,,
1416603_at,118.5576,2700038K18Rik,NM_009079,Rpl22,ribosomal protein L22,,
1446928_at,117.3067,Dnajc17,C87112,null,"DnaJ (Hsp40) homolog, subfamily C, member 17",,
1422302_s_at,114.3255,Ftl; Ftl?2,NM_008049,Ftl2-ps,ferri(n light chain 2,,
1420494_x_at,114.0788,TI?225,BC006680,Ubc,ubiqui(n C,,
1454615_x_at,112.9125,Srp14,BG228598,null,Signal recogni(on par(cle 14,,
1455236_x_at,112.5652,Serf2,BB704811,null,Small EDRK?rich factor 2,,
1418012_at,111.4569,Bif?1,BB221842,Sh3glb1,SH3?domain GRB2?like B1 (endophilin),,
1434053_x_at,111.2675,Atp5k,AV216686,Atp5me,"ATP synthase, H+ transpor(ng, mitochondrial F1F0 complex, subunit e",,
1416417_a_at,109.4755,1110002H15Rik,NM_025843,Ndufb7,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 7",,
1428316_a_at,109.1982,DC44,AI510221,Fundc2,FUN14 domain containing 2,,
1437947_x_at,108.818,Vdac1,AV036172,null,"AV036172 Mus musculus adult C57BL/6J placenta Mus musculus cDNA clone 1600017H06, mRNA sequence.",,
1420115_at,107.8643,D3Ertd300e,C80158,Supt20,"DNA segment, Chr 3, ERATO Doi 300, expressed",,
1434523_x_at,107.0761,Eif3s6,AW208635,Eif3e,"Eukaryo(c transla(on ini(a(on factor 3, subunit 6",,
1418574_a_at,106.991,DSS1,NM_009169,Sem1,split hand/foot malforma(on (ectrodactyly) type 1,,
1417615_a_at,106.5839,2010203J19Rik,AK014593,Rpl11,ribosomal protein L11,,
1434820_s_at,106.2012,Smpd1,AV209892,null,"AV209892 RIKEN full?length enriched, adult male tes(s cDNA clone 1700121O21 3' similar to protein kinase inhibitor gamma (PKIg)",,
1452069_a_at,105.5838,1810004B07Rik,BM210680 ,Thap7,THAP domain containing 7,,
1456125_a_at,103.7559,EG627788,AV006937,Gm6788,"Predicted gene, EG627788",,
1436947_a_at,103.0782,Txnl1,AV300942,null,"AV300942 RIKEN full?length enriched, 8 days embryo cDNA clone 5730489M08 3' similar to thioredoxin?related protein",,
1423210_a_at,103.0165,NOP10,AK004120 Nola3,Nop10,"nucleolar protein family A, member 3",,
1452790_x_at,101.7497,1700022J01Rik,AV048277,Ndufa3,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 3",,
1438908_at,101.3571,Map3k12,BB370469,null,Mitogen ac(vated protein kinase kinase kinase 12,,
1426323_x_at,101.1679,Siva; CD27bp,AF033112,Siva1,"SIVA1, apoptosis?inducing factor",,
1453723_x_at,100.9167,Ubb2,AK003190,Ubb,ubiqui(n B,,
1450186_s_at,100.8975,Gnas,NM_138658,null,RIKEN cDNA A930027G11 gene,,
1437131_x_at,100.3314,Zfp422?rs1,AV045020,Zfp422-ps,"AV045020 Mus musculus adult C57BL/6J tes(s Mus musculus cDNA clone 1700040O12, mRNA sequence.",,
1451263_a_at,99.54677,Ap2,BC002148,Fabp4,"faVy acid binding protein 4, adipocyte",,
1423985_at,99.42138,G(y)5,BC002316,Gng5,"guanine nucleo(de binding protein (G protein), gamma 5 subunit",,
1439399_a_at,97.85847,Snord22,BB493265,null,"BB493265 RIKEN full?length enriched, 13 days embryo stomach Mus musculus cDNA clone D530032D14 3', mRNA sequence.",,
1428464_at,96.09186,1700022J01Rik,AV048277,Ndufa3,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 3",,
1437839_x_at,95.97818,Mrpl11,AV209741,null,Mitochondrial ribosomal protein L11,,
1437171_x_at,95.59735,Gsn,AV025667,null,Gelsolin,,
1434127_a_at,95.16765,H3f3a,BB252350,null,"H3 histone, family 3A",,
1439413_x_at,94.1931,Morf4l2,AV094989,null,Transcribed locus,,
1449738_s_at,93.32522,D3Ertd300e,C80158,Supt20,"DNA segment, Chr 3, ERATO Doi 300, expressed",,
1455908_a_at,92.46719,Scpep1,AV102733,null,Serine carboxypep(dase 1,,
1435112_a_at,92.09169,Atp5h,AV154755,Atp5pd,"ATP synthase, H+ transpor(ng, mitochondrial F0 complex, subunit d",,
1422495_a_at,92.03372,Hmg14,NM_008251,Hmgn1,high mobility group nucleosomal binding domain 1,,
1437338_x_at,89.96979,Fkbp1a,BB172662,null,"BB172662 RIKEN full?length enriched, adult male hypothalamus Mus musculus cDNA clone A230040C20 3', mRNA sequence.",,
1429961_at,89.92699,MGC130252,AK006195,Tsacc,1700021C14RIKEN cDNA 1700021C14 gene,,
1417204_at,87.9029,1110007A14Rik,AJ278133,Kdelr2,KDEL (Lys?Asp?Glu?Leu) endoplasmic re(culum protein reten(on receptor 2,,
1425183_a_at,87.49091,2010004J23Rik,BC003459,Rpl4,ribosomal protein L4,,
1456142_x_at,87.14104,Morf4l1,BB767552,null,Mortality factor 4 like 1,,
1420879_a_at,87.13263,14?3?3 beta,NM_018753,Ywhab,"tyrosine 3?monooxygenase/tryptophan 5?monooxygenase ac(va(on protein, beta polypep(de",,
1435543_at,86.95361,Min,BM124893 ,Apc,adenomatosis polyposis coli,,
1455939_x_at,85.85407,Idh3a,AV209126,null,"AV209126 RIKEN full?length enriched, adult male tes(s Mus musculus cDNA clone similar to ignal recogni(on par(cle subunit (SRP14)",,
1456244_x_at,85.16319,Txnl2,BB458835,Glrx3,Thioredoxin?like 2,,
1428075_at,84.80209,0610006N12Rik,BG968046,Ndufb4,NADH dehydrogenase (ubiquinone) 1 beta subcomplex 4,,
1447720_x_at,83.29907,Prkaca,AV023830,null,"Protein kinase, cAMP dependent, cataly(c, alpha",,
1427875_a_at,83.2181,1100001I22Rik,BG794429,Rpl34,RIKEN cDNA 1100001I22 gene,,
1424800_at,83.16199,Enah,BQ044016,null,Enabled homolog (Drosophila),,
1417005_at,82.07668,Klc1,AU079968,Klc1,kinesin 2,,
1433513_x_at,81.0306,2410011G03Rik,BF152811,Ndufa12,uz95g01.x1 NCI_CGAP_Te1 Mus musculus cDNA clone similar to 13KDA DIFFERENTIATION?ASSOCIATED PROTEIN. .,,
1436992_x_at,80.79182,Zfp354c,BB160479,null,Transcribed locus,,
1433616_a_at,80.75373,2310028O11Rik,BG793007,Micos10,2310028O1 RIKEN cDNA 2310028O11 gene,,
1455981_at,80.05238,Rps6,C76675,null,Ribosomal protein S6,,
1460701_a_at,79.38535,1110047B07Rik,AV021593,Mrpl52,mitochondrial ribosomal protein L52,,
1416256_a_at,79.28085,AA408537,NM_011655,Tubb5,"tubulin, beta 5",,
1455806_x_at,79.09678,Ldha,AV124207,null,"AV124207 Mus musculus C57BL/6J 11?day embryo Mus musculus cDNA clone 2700017A03, mRNA sequence.",,
1435645_at,78.78414,Mmd,AA472735,null,Monocyte to macrophage differen(a(on?associated,,
1450914_at,78.42947,Png,BE986849,Ppp1r14b,"protein phosphatase 1, regulatory (inhibitor) subunit 14B",,
1435817_x_at,77.8521,Rps6,C81225,null,Ribosomal protein S6,,
1426676_s_at,77.79384,D16Wsu109e,BB225670,Tomm70a,"BB225670 RIKEN full?length enriched, adult male aorta and vein Mus musculus cDNA clone A530093H16 3' similar to Tom70 homologue",,
1435702_s_at,77.10001,Ywhae,BE687651,null,"Tyrosine 3?monooxygenase/tryptophan 5?monooxygenase ac(va(on protein, epsilon polypep(de",,
1443798_at,77.0723,Pik3cd,BB207248,null,"BB207248 RIKEN full?length enriched, 0 day neonate thymus Mus musculus cDNA clone A430080K21 3', mRNA sequence.",,
1423839_a_at,76.84493,1700054E11Rik,BC008233 Bb3,Btf3,basic transcrip(on factor 3,,
1433475_a_at,76.4874,C78339,BG075168,C78339,expressed sequence C78339,,
1433516_a_at,76.11464,Myeov2,BE945188,Cosp9,Myeloma overexpressed 2,,
1460053_at,76.03068,Smyd4,BB021163,null,SET and MYND domain containing 4,,
1460462_at,75.68998,2810046C01Rik,AK012903,Med18,"mediator of RNA polymerase II transcrip(on, subunit 18 homolog (yeast)",,
1438647_x_at,75.32428,Cetn2,BB503830,null,Centrin 2,,
1425820_x_at,75.08154,2610029K21Rik,BC019490,Gpatc4,G patch domain containing 4,,
1455235_x_at,74.81464,Ldhb,AV216324,null,Lactate dehydrogenase B,,
1424262_at,74.65276,Iba2,BC024599,null,2810003C17RIKEN cDNA 2810003C17 gene,,
1417452_a_at,74.05095,MNSFbeta,NM_007990,Fau,Finkel?Biskis?Reilly murine sarcoma virus (FBR?MuSV) ubiquitously expressed (fox derived),,
1424771_at,73.77785,H2ak,BF661121,H2ac15,"H2A histone family, member J",,
1448492_a_at,73.08749,P55,BC004694,Psmd12,"proteasome (prosome, macropain) 26S subunit, non?ATPase, 12",,
1453362_x_at,72.86064,MGC107549,AK008386,Rps24,ribosomal protein S24,,
1447734_x_at,72.20287,Psap,AV373186,null,"AV373186 RIKEN full?length enriched, adult male colon Mus musculus cDNA clone 9030621N04 3' similar to aldolase A",,
1420365_a_at,71.60381,Hnrpa2,NM_016806,Hnrnpa2b1,heterogeneous nuclear ribonucleoprotein A2/B1,,
1430713_s_at,71.48285,Ndufa13,AI429575,null,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 13",,
1439415_x_at,71.00803,Rps21,AV151252,null,Ribosomal protein S21,,
1437246_x_at,69.83241,Rps6,C76675,null,Ribosomal protein S6,,
1431781_at,69.70301,Dgl1,AK006049,Ypel1,yippee?like 1 (Drosophila),,
1450845_a_at,69.18547,MGC6434,AV144956,Bzw1,basic leucine zipper and W2 domains 1,,
1436016_x_at,69.12948,Gdi2,BF660710,null,Guanosine diphosphate (GDP) dissocia(on inhibitor 2,,
1428554_a_at,68.78704,1810035L17Rik,BQ126239,Slirp,1810035L17RIKEN cDNA 1810035L17 gene,,
1443378_s_at,68.78407,Adam1a,BB012070,null,"BB012070 RIKEN full?length enriched, adult male tes(s (DH10B) Mus musculus cDNA clone similar to fer(lin alpha precursor (ADAM 1)",,
1416904_at,68.49061,Mbnl,NM_020007,Mbnl1,muscleblind?like 1 (Drosophila),,
1433535_x_at,68.43641,Cct2,AV172084,null,Chaperonin subunit 2 (beta),,
1416313_at,68.11865,Af1q,NM_019914,Mllt11,"myeloid/lymphoid or mixed?lineage leukemia (trithorax homolog, Drosophila); translocated to, 11",,
1416788_a_at,67.54962,Idh3g,NM_008323,Idh3g,"isocitrate dehydrogenase 3 (NAD+), gamma",,
1428530_x_at,67.47067,Rps24,AV206764,null,Ribosomal protein S24,,
1456032_x_at,67.35243,Fth1,AV215230,null,"AV215230 RIKEN full?length enriched, ES cells Mus musculus cDNA clone 3' similar to",,
1459846_x_at,66.7021,Tmem4,AV100225,Cnpy2,Transmembrane protein 4,,
1422716_a_at,66.46358,Acp?1,AW554436 ,Acp1,"acid phosphatase 1, soluble",,
1449553_at,66.35464,MGC144417,AK009389,Nkain1,2610200G18RIKEN cDNA 2610200G18 gene,,
1454716_x_at,66.1596,Cox5b,AA960638,null,"Cytochrome c oxidase, subunit Vb",,
1452674_a_at,65.45583,eIF3K,BI904160,Eif3k,"eukaryo(c transla(on ini(a(on factor 3, subunit 12",,
1452439_s_at,65.0058,SC35,AF250135,Srsf2,"splicing factor, arginine/serine?rich 2 (SC?35)",,
1435732_x_at,64.95293,Atp6v0c,AV172216,null,"AV172216 Mus musculus head C57BL/6J 17?day embryo Mus musculus cDNA clone 3300004M07, mRNA sequence.",,
1415867_at,64.43337,A45,NM_009837,Cct4,chaperonin subunit 4 (delta),,
1449575_a_at,64.04426,GstpiB,NM_013541,Gstp1,"glutathione S?transferase, pi 1",,
1440254_at,63.73727,null,W65070,null,Transcribed locus,,
1424780_a_at,63.61466,AI265725,AK005026,Reep3,receptor accessory protein 3,,
1428553_at,63.28976,AU020725,BG069790,Glrx5,glutaredoxin 5 homolog (S. cerevisiae),,
1432842_s_at,63.14253,R74690,AK012300,Ywhaq,"tyrosine 3?monooxygenase/tryptophan 5?monooxygenase ac(va(on protein, theta polypep(de",,
1416272_at,63.08266,Mp1,NM_019920Map2k1ip1 mitogen?ac(vated protein kinase kinase 1 interac(ng protein 1,Lamtor3,null,,
1423833_a_at,63.05206,ESTM43; Brp44,BC018324,Mpc2,brain protein 44,,
1415942_at,62.49774,QM,NM_052835,Rpl10,ribosomal protein 10,,
1423148_at,62.06639,OCP2,AV347477,Skp1,S?phase kinase?associated protein 1A,,
1416567_s_at,61.03233,ATPE,NM_025983,Atp5f1e,"ATP synthase, H+ transpor(ng, mitochondrial F1 complex, epsilon subunit",,
1442786_s_at,60.54302,Rufy3,BB461022,null,RUN and FYVE domain containing 3,,
1457643_x_at,60.50087,null,AV161067,null,"AV161067 Mus musculus head C57BL/6J 12?day embryo Mus musculus cDNA clone 3010065C03, mRNA sequence.",,
1439184_s_at,60.46455,Txnl5,AV339214,Txndc17,"AV339214 RIKEN full?length enriched, adult male olfactory bulb Mus musculus cDNA clone 6430502L19 3', mRNA sequence.",,
1434348_at,60.00124,9030616F16,BM206792 ,Fez2,fascicula(on and elonga(on protein zeta 2 (zygin II),,
1455955_s_at,59.51378,Snx17,BB041005,null,"BB041005 RIKEN full?length enriched, 13 days embryo male tes(s Mus musculus cDNA clone 6030453B17 3', mRNA sequence.",,
1436707_x_at,59.2914,Brrn1,BB725358,Ncaph,"BB725358 RIKEN full?length enriched, 14 days embryo eyeball Mus musculus cDNA clone E630011P21 3', mRNA sequence.",,
1450013_at,59.08147,C80200,NM_0260642900073G15RIKEN cDNA 2900073G15 gene,Myl12a,null,,
1433836_a_at,58.57404,Fseg,AV365503,Depp1,8430408G22RIKEN cDNA 8430408G22 gene,,
1454793_x_at,56.74873,Ddx5,AV025424,null,"Transcribed locus, strongly similar to NP_001007614.1",,
1447773_x_at,56.65644,6330409D20Rik,BB308792,null,"BB308792 RIKEN full?length enriched, adult male corpora quadrigemina Mus musculus cDNA clone B230307H09 3', mRNA sequence.",,
1452039_a_at,56.4861,uch?x4,AK009033,Bap1,Brca1 associated protein 1,,
1431145_a_at,56.48307,3010002G01Rik,AK003457,Cuedc2,CUE domain containing 2,,
1433554_at,56.3618,MGC56855,BM246500 AU022870,Ccz1,expressed sequence AU022870,,
1417463_a_at,56.24445,MGC102412,NM_0256052400001E08RIKEN cDNA 2400001E08 gene,Lamtor1,null,,
1456312_x_at,56.1126,Gsn,AV224521,null,Gelsolin,,
1427914_a_at,55.73106,AA407206,AI019214,Eloc,"transcrip(on elonga(on factor B (SIII), polypep(de 1",,
1434823_x_at,55.67458,Myeov2,AV012102,Cosp9,Myeloma overexpressed 2,,
1423727_at,55.61019,0610007J15,AF022811,Cnih1,cornichon homolog (Drosophila),,
1417418_s_at,55.39319,VIaL,NM_007748,Cox6a1,"cytochrome c oxidase, subunit VI a, polypep(de 1",,
1438094_x_at,55.02016,2810409H07Rik,BB029149,Ola1,"BB029149 RIKEN full?length enriched, 8 days embryo Mus musculus cDNA clone 5730556D02 3' similar to AL136546 Homo sapiens mRNA",,
1436761_s_at,54.88905,Phyhipl,BB461323,null,Phytanoyl?CoA hydroxylase interac(ng protein?like,,
1437192_x_at,53.94171,Cpe,AV020390,null,"AV020390 Mus musculus 18?day embryo C57BL/6J Mus musculus cDNA clone 1190017F02, mRNA sequence.",,
1438776_x_at,53.1088,Rps17,AV046534,null,"AV046534 Mus musculus adult C57BL/6J tes(s Mus musculus cDNA clone 1700057O18, mRNA sequence.",,
1437490_x_at,52.93041,Txnrd1,BB506562,null,"BB506562 RIKEN full?length enriched, 10 days lacta(on, adult female mammary gland similar to S73498 AgX?1 an(gen",,
1428596_at,52.63491,AU019384,AV332241,Tbc1d9b,"TBC1 domain family, member 9B",,
1418196_at,52.0682,Tp1,NM_009351,Tep1,telomerase associated protein 1,,
1434648_a_at,51.98771,BC029157,BI903794,Ccm2,cerebral cavernous malforma(on 2 homolog (human),,
1415962_at,50.96064,EIF3?gamma,NM_080635,Eif3h,"eukaryo(c transla(on ini(a(on factor 3, subunit 3 (gamma)",,
1439466_s_at,50.59242,Ptcd1,BB001490,null,Pentatricopep(de repeat domain 1,,
1419027_s_at,50.27412,C76925,BC016584,Gltp,glycolipid transfer protein,,
1448344_at,50.1322,MGC102111,NM_011295,Rps12,ribosomal protein S12,,
1437148_at,49.63763,p34?Arc,BG967632,Arpc2,"ac(n related protein 2/3 complex, subunit 2",,
1425884_at,49.57749,Bxdc1,BC025093,Rpf2,"Mus musculus brix domain containing 1, mRNA (cDNA clone MGC:35797 IMAGE:4009314), complete cds.",,
1447903_x_at,49.37301,Ap1s2,BB185861,null,"Adaptor?related protein complex 1, sigma 2 subunit",,
1448259_at,49.1946,Fstl,BI452727,Fstl1,follista(n?like 1,,
1423855_x_at,48.97768,MGC103289,BC003896,Rpl17,ribosomal protein L17,,
1448238_at,48.83507,2700060E02Rik,NM_0265282700060E02RIKEN cDNA 2700060E02 gene,Rtraf,null,,
1438291_x_at,48.48355,Rab14,AV069169,null,"Transcribed locus, strongly similar to NP_001070167.1",,
1448153_at,48.1306,CcOX,NM_007747,Cox5a,"cytochrome c oxidase, subunit Va",,
1439400_x_at,47.68609,5430433E21Rik,BB463553,Kbtbd13,"BB463553 RIKEN full?length enriched, 12 days embryo spinal ganglion Mus musculus cDNA clone D130081H22 3', mRNA sequence.",,
1428526_at,47.63542,RP23,AK018782,Naa38,LSM domain containing 1,,
1451554_a_at,47.44099,MGC7221,BC012406,Aph1a,anterior pharynx defec(ve 1a homolog (C. elegans),,
1456516_x_at,47.01435,Txnrd1,BB113567,null,"BB113567 RIKEN full?length enriched, adult male urinary bladder Mus musculus cDNA clonesimilar to S73498 AgX?1 an(gen",,
1424106_at,46.86909,Jamp,BC002238,Jkamp,1200003C05RIKEN cDNA 1200003C05 gene,,
1438390_s_at,46.74724,Plg1,AV105428,Pttg1,Pituitary tumor?transforming 1,,
1448595_a_at,46.36472,Bex4,NM_009052Bex1,Bex1,brain expressed gene 1,,
1417998_at,45.70789,Tebp,BC003708,Ptges3,prostaglandin E synthase 3 (cytosolic),,
1446770_at,45.62928,Pik3cd,BB233467,null,Phospha(dylinositol 3?kinase cataly(c delta polypep(de,,
1448591_at,45.43994,Ctss,NM_021281Ctss,null,cathepsin S,,
1428322_a_at,45.15565,PDSW,BI905689,Ndufb10,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 10",,
1435897_at,45.12764,rpL32,BB756431,Rpl32,ribosomal protein L32,,
1440253_at,44.90335,Psmd11,AV136581,null,"Proteasome (prosome, macropain) 26S subunit, non?ATPase, 11",,
1428842_a_at,44.15406,Ngfrap1,BI407690,Bex3,Nerve growth factor receptor (TNFRSF16) associated protein 1,,
1460639_a_at,44.0693,Atx1,NM_009720,Atox1,ATX1 (an(oxidant protein 1) homolog 1 (yeast),,
1437722_x_at,43.94997,Pcbp3,BB559884,null,"BB559884 RIKEN full?length enriched, 10 days neonate olfactory brain Mus musculus cDNA clone E530001H05 3', mRNA sequence.",,
1433562_s_at,43.08768,Atp5f1,AA097406,Atp5pb,"ATP synthase, H+ transpor(ng, mitochondrial F0 complex, subunit b, isoform 1",,
1448322_a_at,43.0775,Cox4,NM_009941,Cox4i1,cytochrome c oxidase subunit IV isoform 1,,
1416119_at,42.98558,ADF,NM_011660,Txn1,thioredoxin 1,,
1418575_at,42.91764,Shfg,NM_009169,Sem1,split hand/foot malforma(on (ectrodactyly) type 1,,
1448232_x_at,42.90592,Tuba6,NM_009448,Tuba1c,"tubulin, alpha 1C",,
1424827_a_at,42.79301,Csnk1a,BG243172,Csnk1a1,"casein kinase 1, alpha 1",,
1424565_at,42.76235,RPC4,BC016102,Polr3d,polymerase (RNA) III (DNA directed) polypep(de D,,
1434895_s_at,42.7155,p85,BG064715,Ppp1r13b,"protein phosphatase 1, regulatory (inhibitor) subunit 13B",,
1420827_a_at,42.40836,AI314029,BG065754,Ccng1,cyclin G1,,
1427021_s_at,42.39236,AA409853,AK002778,Eif3f,"eukaryo(c transla(on ini(a(on factor 3, subunit 5 (epsilon)",,
