id_Symbol,id_Entrez,id_OMIM,id_humanID,id_HPRD,id_HGNC,id_Chromosome location,id_hPSD,id_Gene group,id_Main class,id_Accompanying phenotype,id_Inheritance pattern,id_Inheritance type,id_Limited confidence criterion,id_Disease type,id_Disease subtype,id_Haploinsufficiency,id_OMIM disease,id_Gene ontology-based annotation,id_Screened wing,id_Screened neuronal
B4GALNT1,2583,601873,ENSG00000135454,3525,4117,12q13.3,0,ID data freeze 650,5,"G, H, L2",Mendelian autosomal,recessive,0,"SPASTIC PARAPLEGIA 50, AUTOSOMAL RECESSIVE","SPASTIC PARAPLEGIA 50, AUTOSOMAL RECESSIVE; SPG50",0,612936,glycosylation,0,0
B4GALT1,2683,137060,ENSG00000086062,659,924,9p13,0,ID data freeze 388,4,"L1, M, R",Mendelian autosomal,recessive,0,CONGENITAL DISORDER OF GLYCOSYLATION,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IID; CDG2D",0,607091,"glycosylation, transporters, vesicle transport",0,0
B4GALT7,11285,604327,ENSG00000027847,5060,930,5q35.2-q35.3,0,ID data freeze 388,5,"A, S",Mendelian autosomal,recessive,1,"EHLERS-DANLOS SYNDROME, PROGEROID FORM","EHLERS-DANLOS SYNDROME, PROGEROID FORM",0,130070,glycosylation,1,1
BBS1,582,209901,ENSG00000174483,1950,966,11q13,0,ID data freeze 388,4,"K, N, P, T, Ua, W",Mendelian autosomal,recessive,0,BARDET-BIEDL SYNDROME,"BARDET-BIEDL SYNDROME 1, BBS1",0,209900,"Cilia, microtubule, protein transport, transporters, vesicle transport",1,1
BBS10,79738,610148,ENSG00000179941,8036,26291,12q21.2,0,ID data freeze 388,4,"K, N, P, T, Ua, W",Mendelian autosomal,recessive,0,BARDET-BIEDL SYNDROME,"BARDET-BIEDL SYNDROME 10, BBS10",0,209900,Cilia,0,0
BBS12,166379,610683,ENSG00000181004,8759,26648,4q27,0,ID data freeze 388,4,"K, N, P, T, Ua, W",Mendelian autosomal,recessive,0,BARDET-BIEDL SYNDROME,"BARDET-BIEDL SYNDROME 12, BBS12",0,209900,NULL,0,0
BBS2,583,606151,ENSG00000125124,5855,967,16q21,0,ID data freeze 388,4,"K, N, P, T, Ua, W",Mendelian autosomal,recessive,0,BARDET-BIEDL SYNDROME,"BARDET-BIEDL SYNDROME 2, BBS2",0,209900,"Cilia, metabolism, microtubule, nervous system development, protein transport, transporters, vesicle transport",0,0
BBS4,585,600374,ENSG00000140463,8982,969,15q22.3-q23,0,ID data freeze 388,4,"K, N, P, T, Ua, W",Mendelian autosomal,recessive,0,BARDET-BIEDL SYNDROME,"BARDET-BIEDL SYNDROME 4, BBS4",0,209900,"cell cycle, centrosome, Cilia, metabolism, microtubule, nervous system development, transporters",1,1
BBS5,129880,603650,ENSG00000163093,10353,970,2q31.1,0,ID data freeze 388,4,"K, N, P, T, Ua, W",Mendelian autosomal,recessive,0,BARDET-BIEDL SYNDROME,"BARDET-BIEDL SYNDROME 5, BBS5",0,209900,"Cilia, microtubule, transporters",1,1
BBS7,55212,607590,ENSG00000138686,7399,18758,4q27,0,ID data freeze 388,4,"K, N, P, T, Ua, W",Mendelian autosomal,recessive,0,BARDET-BIEDL SYNDROME,"BARDET-BIEDL SYNDROME 7, BBS7",0,209900,"centrosome, Cilia, hedgehog signaling, metabolism, microtubule, nervous system development, RNA metabolism, transcription, transporters",0,0
BBS9,27241,607968,ENSG00000122507,16262,30000,7p14,0,ID data freeze 388,4,"K, N, P, T, Ua, W",Mendelian autosomal,recessive,0,BARDET-BIEDL SYNDROME,"BARDET-BIEDL SYNDROME 9, BBS9",0,209900,"Cilia, microtubule, transporters",1,1
BCAP31,10134,300398,ENSG00000185825,2319,16695,Xq28,0,ID data freeze 650,2,"A, B, C, E, H, L2, T",Mendelian X-linked,recessive,0,"DEAFNESS, DYSTONIA, AND CEREBRAL HYPOMYELINATION","DEAFNESS, DYSTONIA, AND CEREBRAL HYPOMYELINATION; DDCH",0,300475,"metabolism, protein transport, transporters, vesicle transport",0,0
BCKDHA,593,608348,ENSG00000248098,2009,986,19q13.1-q13.2,0,ID data freeze 388,8a,"(C), (H), M",Mendelian autosomal,recessive,0,MAPLE SYRUP URINE DISEASE,MAPLE SYRUP URINE DISEASE TYPE IA,0,248600,mitochondria,1,1
BCKDHB,594,248611,ENSG00000083123,2011,987,6q14.1,0,ID data freeze 388,8a,"(C), (H), M",Mendelian autosomal,recessive,0,MAPLE SYRUP URINE DISEASE,MAPLE SYRUP URINE DISEASE TYPE IB,0,248600,mitochondria,1,1
BCOR,54880,300485,ENSG00000183337,6458,20893,Xp11.4,0,ID data freeze 388,4,"B, T, Ua, Ub, W",Mendelian X-linked,recessive,0,"MICROPHTHALMIA, SYNDROMIC","MICROPHTHALMIA, SYNDROMIC 2; MCOPS2",0,300166,"chromatin, metabolism, RNA metabolism, transcription, ubiquitination",1,1
BCS1L,617,603647,ENSG00000074582,4708,1020,2q33,0,ID data freeze 388,8b,"C, E, G, H, L2, M, Q",Mendelian autosomal,recessive,0,MITOCHONDRIAL COMPLEX III DEFICIENCY; LEIGH SYNDROME; BJORNSTAD SYNDROME; GRACILE SYNDROME,"MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 1; MC3DN1; LEIGH SYNDROME; LS; BJORNSTAD SYNDROME; BJS; GRACILE SYNDROME",0,124000; 256000; 262000; 603358,"mitochondria, transporters",1,1
BLM,641,604610,ENSG00000197299,5211,1058,15q26.1,0,ID data freeze 388,5,"A, C, I, J, K, S",Mendelian autosomal,recessive,0,BLOOM SYNDROME,BLOOM SYNDROME; BLM,0,210900,"cell cycle, DNA repair, metabolism, RNA metabolism, transcription",1,1
BRAF,673,164757,ENSG00000157764,1264,1097,7q34,0,ID data freeze 388,4,"A, E, (I), Q, S, V",Mendelian autosomal,dominant,0,CARDIOFACIOCUTANEOUS SYNDROME; LEOPARD SYNDROME; NOONAN SYNDROME,CARDIOFACIOCUTANEOUS SYNDROME; LEOPARD SYNDROME 3; NOONAN SYNDROME 7; NS7,1,115150; 613707; 613706,"MAPK signaling, metabolism, response to growth factor, small GTPase signaling, synapse",1,1
BRWD3,254065,300553,ENSG00000165288,6564,17342,Xq21.1,0,ID data freeze 388,5,F,Mendelian X-linked,recessive,0,"MENTAL RETARDATION, X-LINKED","MENTAL RETARDATION, X-LINKED 93; MRX93",0,300659,NULL,1,1
BSCL2,26580,606158,ENSG00000168000,5858,15832,11q13,0,ID data freeze 388,5,"K, M, Q",Mendelian autosomal,recessive; dominant,0,"LIPODYSTROPHY, CONGENITAL GENERALIZED; SPASTIC PARAPLEGIA, AUTOSOMAL DOMINANT; NEURONOPATHY, DISTAL HEREDITARY MOTOR","LIPODYSTROPHY, CONGENITAL GENERALIZED, TYPE 2; CGL2; SPASTIC PARAPLEGIA 17, AUTOSOMAL DOMINANT; SPG17; NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE VA; HMN5A",0,269700; 270685; 600794,metabolism,1,1
BUB1B,701,602860,ENSG00000156970,4176,1149,15q15,0,ID data freeze 388,4,"A, B, I, U, V, W, X",Mendelian autosomal,recessive,0,MOSAIC VARIEGATED ANEUPLOIDY SYNDROME,MOSAIC VARIEGATED ANEUPLOIDY SYNDROME 1; MVA1,0,257300,"cell cycle, metabolism, microtubule, ubiquitination",0,0
C12orf57,113246,615140,ENSG00000111678,13609,29521,12p13.31,0,ID data freeze 650,"1, 3","E, H, L1, (P), T",Mendelian autosomal,recessive,0; 1,TEMTAMY SYNDROME; non-syndromic ID,TEMTAMY SYNDROME; TEMTYS; non-syndromic ID,0,218340,NULL,0,0
C5orf42,65250,614571,ENSG00000197603,7822,25801,5p13.2,0,ID data freeze 650,5,"H, L2, O, (Ua)",Mendelian autosomal,recessive,0,JOUBERT SYNDROME,JOUBERT SYNDROME 17; JBTS17,0,614615,NULL,0,0
CA2,760,611492,ENSG00000104267,2023,1373,8q22,1,ID data freeze 388,5,"A, M, U, W",Mendelian autosomal,recessive,0,"OSTEOPETROSIS, AUTOSOMAL RECESSIVE","OSTEOPETROSIS, AUTOSOMAL RECESSIVE 3; OPTB3",0,259730,transporters,1,1
CA8,767,114815,ENSG00000178538,266,1382,8q12.1,0,ID data freeze 650,5,H,Mendelian autosomal,recessive,0,"CEREBELLAR ATAXIA, MENTAL RETARDATION, AND DYSEQUILIBRIUM SYNDROME","CEREBELLAR ATAXIA, MENTAL RETARDATION, AND DYSEQUILIBRIUM SYNDROME 3; CAMRQ3",0,613227,NULL,0,0
CACNA1C,775,114205,ENSG00000151067,246,1390,12p13.3,0,ID data freeze 388,4,"C, H, J, P, Ua, V",Mendelian autosomal,dominant,0,TIMOTHY SYNDROME; BRUGADA SYNDROME,TIMOTHY SYNDROME; TS; BRUGADA SYNDROME 3; BRGDA3,0,601005; 611875,"cardiac muscle contraction, ion transport, nervous system development, synapse, transporters, vesicle transport",1,1
CACNA1G,8913,604065,ENSG00000006283,4961,1394,17q22,0,ID data freeze 650,5,T,Mendelian autosomal,recessive,1,"ID, cataract","ID, cataract",0,NULL,"ion transport, nervous system development, synapse, transporters",0,0
CACNA2D2,9254,607082,ENSG00000007402,6154,1400,3p21.3,1,ID data freeze 650,2,"E, H",Mendelian autosomal,recessive,1,epileptic encephalpathy,epileptic encephalpathy,0,NULL,"ion transport, synapse, transporters",0,0
CAPN10,11132,605286,ENSG00000142330,5595,1477,2q37.3,0,ID data freeze 650,5,B,Mendelian autosomal; Unknown,recessive; N/A,1; 0,"ID, microcephaly; DIABETES MELLITUS, NONINSULIN-DEPENDENT","ID, microcephaly; DIABETES MELLITUS, NONINSULIN-DEPENDENT, 1; NIDDM1",0,NULL,"actin, mitochondria, transporters",0,0
CASK,8573,300172,ENSG00000147044,2164,1497,Xp11.4,1,ID data freeze 388,"1, 2","(A), B, H, L1, P",Mendelian X-linked,not sure; recessive,0; 1,MENTAL RETARDATION AND MICROCEPHALY WITH PONTINE AND CEREBELLAR HYPOPLASIA; FG SYNDROME,MENTAL RETARDATION AND MICROCEPHALY WITH PONTINE AND CEREBELLAR HYPOPLASIA; MICPCH; FG SYNDROME 4; FGS4,0,300749; 300422,"actin, Cilia, ion transport, metabolism, response to growth factor, RNA metabolism, synapse, transcription, transporters",1,1
CASP2,835,600639,ENSG00000106144,2800,1503,7q34-q35,0,ID data freeze 650,6,NULL,Mendelian autosomal,recessive,1,non-syndromic ID,non-syndromic ID,0,NULL,"cell cycle, metabolism, mitochondria, nervous system development, response to growth factor",0,0
CBS,875,613381,ENSG00000160200,1994,1550,21q22.3,0,ID data freeze 388,5,"E, F, M, R, T, Ub",Mendelian autosomal,recessive,0,HOMOCYSTINURIA DUE TO CYSTATHIONINE BETA-SYNTHASE DEFICIENCY,HOMOCYSTINURIA DUE TO CYSTATHIONINE BETA-SYNTHASE DEFICIENCY,0,236200,"MAPK signaling, metabolism, nervous system development",1,1
CC2D1A,54862,610055,ENSG00000132024,8616,30237,19p13.12,1,ID data freeze 388,3,NULL,Mendelian autosomal,recessive,0,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE","MENTAL RETARDATION, AUTOSOMAL RECESSIVE 3; MRT3",0,608443,microtubule,1,1
CC2D2A,57545,612013,ENSG00000048342,NULL,29253,4p15.32,0,ID data freeze 388,4,"L1, O, T",Mendelian autosomal,recessive,0,JOUBERT SYNDROME; COACH SYNDROME; MECKEL SYNDROME,"JOUBERT SYNDROME 9; JBTS9; COACH SYNDROME; MECKEL SYNDROME, TYPE 6; MKS6",0,612285; 216360; 612284,"Cilia, hedgehog signaling",1,1
CCBE1,147372,612753,ENSG00000183287,8703,29426,18q21.32,0,ID data freeze 650,5,"A, X",Mendelian autosomal,recessive,0,HENNEKAM LYMPHANGIECTASIA-LYMPHEDEMA SYNDROME,HENNEKAM LYMPHANGIECTASIA-LYMPHEDEMA SYNDROME,0,235510,NULL,0,0
CCDC78,124093,614666,ENSG00000162004,8174,14153,16p13.3,0,ID data freeze 650,5,Q,Mendelian autosomal,dominant,1,"MYOPATHY, CENTRONUCLEAR","MYOPATHY, CENTRONUCLEAR, 4; CNM4",0,614807,"centrosome, microtubule",0,0
CCDC88C,440193,611204,ENSG00000015133,NULL,19967,14q32.11,0,ID data freeze 650,4,L1,Mendelian autosomal,recessive,1,"HYDROCEPHALUS, NONSYNDROMIC, AUTOSOMAL RECESSIVE","HYDROCEPHALUS, NONSYNDROMIC, AUTOSOMAL RECESSIVE 1; HYC1",0,236600,"metabolism, Wnt signaling",0,0
CCNA2,890,123835,ENSG00000145386,453,1578,4q27,0,ID data freeze 650,6,NULL,Mendelian autosomal,recessive,1,non-syndromic ID,non-syndromic ID,0,NULL,"cell cycle, MAPK signaling, metabolism, RNA metabolism, small GTPase signaling, transcription",0,0
CDH15,1013,114019,ENSG00000129910,225,1754,16q24.3,0,ID data freeze 650,6,NULL,Mendelian autosomal,dominant,1,"MENTAL RETARDATION, AUTOSOMAL DOMINANT","MENTAL RETARDATION, AUTOSOMAL DOMINANT 3; MRD3",0,612580,synapse,0,0
CDK5RAP2,55755,608201,ENSG00000136861,9740,18672,9q33.2,0,ID data freeze 388,5,B,Mendelian autosomal,recessive,0,"MICROCEPHALY, PRIMARY, AUTOSOMAL RECESSIVE","MICROCEPHALY 3, PRIMARY, AUTOSOMAL RECESSIVE; MCPH3",0,604804,"cell cycle, centrosome, chromosome segregation, metabolism, microtubule, nervous system development, RNA metabolism, transcription",1,1
CDK6,1021,603368,ENSG00000105810,4533,1777,7q21-q22,0,ID data freeze 650,5,B,Mendelian autosomal,recessive,1,primary microcephaly,primary microcephaly,0,NULL,"cell cycle, metabolism, nervous system development",0,0
CDKL5,6792,300203,ENSG00000008086,2190,11411,Xp22,1,ID data freeze 388,2,"B, E, H, O, P",Mendelian X-linked,not sure,0,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE; ANGELMAN SYNDROME","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 2; EIEE2; ANGELMAN SYNDROME-LIKE",0,300672; 105830,"MAPK signaling, metabolism, nervous system development, small GTPase signaling",0,0
CDON,50937,608707,ENSG00000064309,16372,17104,11q24.2,0,ID data freeze 650,4,L1,Mendelian autosomal,dominant,1,HOLOPROSENCEPHALY,HOLOPROSENCEPHALY 11; HPE11,0,614226,"hedgehog signaling, MAPK signaling, metabolism, nervous system development, RNA metabolism, small GTPase signaling, transcription",0,0
CENPJ,55835,609279,ENSG00000151849,9876,17272,13q12.12,0,ID data freeze 388,"2, 8a","A, B, (E)",Mendelian autosomal,recessive,0; 1,"MICROCEPHALY, PRIMARY, AUTOSOMAL RECESSIVE; SECKEL SYNDROME","MICROCEPHALY 6, PRIMARY, AUTOSOMAL RECESSIVE; MCPH6; SECKEL SYNDROME 4; SCKL4",0,608393; 613676,"cell cycle, centrosome, microtubule",1,1
CEP135,9662,611423,ENSG00000174799,11097,29086,4q12,0,ID data freeze 650,2,B,Mendelian autosomal,recessive,1,"MICROCEPHALY, PRIMARY, AUTOSOMAL RECESSIVE","MICROCEPHALY 8, PRIMARY, AUTOSOMAL RECESSIVE; MCPH8",0,614673,"cell cycle, centrosome, microtubule",0,0
CEP152,22995,613529,ENSG00000103995,16778,29298,15q21.1,0,ID data freeze 650,5,"A, B, H, L2, P, U",Mendelian autosomal,recessive,0,"MICROCEPHALY, PRIMARY, AUTOSOMAL RECESSIVE; SECKEL SYNDROME","MICROCEPHALY 9, PRIMARY, AUTOSOMAL RECESSIVE; MCPH9; SECKEL SYNDROME 5; SCKL5",0,614852; 613823,"cell cycle, centrosome, microtubule",0,0
CEP290,80184,610142,ENSG00000198707,10856,29021,12q21.32,0,ID data freeze 388,4,"H, (H), L1, O, T, (Ua), W",Mendelian autosomal,recessive,0,JOUBERT SYNDROME; BARDET-BIEDL SYNDROME; MECKEL SYNDROME; LEBER CONGENITAL AMAUROSIS; SENIOR-LOKEN SYNDROME,"JOUBERT SYNDROME 5; JBTS5; BARDET-BIEDL SYNDROME 14, BBS14; MECKEL SYNDROME, TYPE 4; MKS4; LEBER CONGENITAL AMAUROSIS 10; LCA10; SENIOR-LOKEN SYNDROME 6; SLSN6",0,610188; 209900; 611134; 611755; 610189,"cell cycle, centrosome, Cilia, metabolism, microtubule, nervous system development, RNA metabolism, transcription, transporters",1,1
CEP41,95681,610523,ENSG00000106477,15574,12370,7q32,0,ID data freeze 650,4,"H, L1, O, (T), Ua",Mendelian autosomal,recessive,0,JOUBERT SYNDROME,JOUBERT SYNDROME 15; JBTS15,0,614464,"cell cycle, centrosome, Cilia, microtubule, transporters",0,0
CHD2,1106,602119,ENSG00000173575,3669,1917,15q26,0,ID data freeze 650,2,E,Mendelian autosomal,dominant,0,"EPILEPTIC ENCEPHALOPATHY, CHILDHOOD-ONSET","EPILEPTIC ENCEPHALOPATHY, CHILDHOOD-ONSET; EEOC",0,615369,"chromatin, metabolism, RNA metabolism, transcription",0,0
CHD7,55636,608892,ENSG00000171316,10595,20626,8q12.2,0,ID data freeze 388,4,"A, T, Uc, V, W, X",Mendelian autosomal,dominant,0,CHARGE SYNDROME; HYPOGONADOTROPIC HYPOGONADISM WITH OR WITHOUT ANOSMIA,CHARGE SYNDROME; HYPOGONADOTROPIC HYPOGONADISM 5 WITH OR WITHOUT ANOSMIA; HH5,1,214800; 612370,"chromatin, metabolism, nervous system development, RNA metabolism, transcription, transporters",1,1
CHD8,57680,610528,ENSG00000100888,16712,20153,14q11.2,0,ID data freeze 650,5,"F, P",Mendelian autosomal,dominant,0,"AUTISM, SUSCEPTIBILITY TO","AUTISM, SUSCEPTIBILITY TO, 18; AUTS18",0,615032,"chromatin, metabolism, RNA metabolism, transcription, Wnt signaling",0,0
CHKB,1120,612395,ENSG00000100288,7631,1938,22q13.33,0,ID data freeze 650,5,"M, Q",Mendelian autosomal,recessive,0,"MUSCULAR DYSTROPHY, CONGENITAL","MUSCULAR DYSTROPHY, CONGENITAL, MEGACONIAL TYPE; MDCMC",0,602541,NULL,0,0
CLIC2,1193,300138,ENSG00000155962,2139,2063,Xq28,0,ID data freeze 650,2,"E, U",Mendelian X-linked,not sure,1,"MENTAL RETARDATION, X-LINKED, SYNDROMIC","MENTAL RETARDATION, X-LINKED, SYNDROMIC 32; MRXS32",0,300886,"cardiac muscle contraction, ion transport, transporters",0,0
CNKSR1,10256,603272,ENSG00000142675,NULL,19700,1p36.11,0,ID data freeze 650,2,"B, H",Mendelian autosomal,recessive,1,syndromic ID,syndromic ID,0,NULL,"MAPK signaling, small GTPase signaling",0,0
CNTNAP2,26047,604569,ENSG00000174469,5197,13830,7q35,1,ID data freeze 388,"2, 6","E, G, O, P",Mendelian autosomal,recessive; dominant,0,"CORTICAL DYSPLASIA-FOCAL EPILEPSY SYNDROME; AUTISM, SUSCEPTIBILITY TO","CORTICAL DYSPLASIA-FOCAL EPILEPSY SYNDROME; AUTISM, SUSCEPTIBILITY TO, 15; AUTS15",0,610042; 612100,"ion transport, nervous system development, transporters",1,1
COG1,9382,606973,ENSG00000166685,7371,6545,17q25.1,0,ID data freeze 388,5,"A, B, L2, M, V",Mendelian autosomal,recessive,1,CONGENITAL DISORDER OF GLYCOSYLATION,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIG; CDG2G",0,611209,"transporters, vesicle transport",1,1
COG6,57511,606977,ENSG00000133103,8445,18621,13q14.11,0,ID data freeze 650,"2, 8b","B, C, E, H, J, O, S, U",Mendelian autosomal,recessive,1; 0,CONGENITAL DISORDER OF GLYCOSYLATION; SHAHEEN SYNDROME,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIl; CDG2L; SHAHEEN SYNDROME; SHNS",0,614576; 615328,"glycosylation, transporters, vesicle transport",0,0
COG7,91949,606978,ENSG00000168434,7373,18622,16p12.2,0,ID data freeze 388,8b,"C, E, H, M, S, U",Mendelian autosomal,recessive,1,CONGENITAL DISORDER OF GLYCOSYLATION,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIE; CDG2E",0,608779,"glycosylation, metabolism, protein transport, transporters, vesicle transport",1,1
COG8,84342,606979,ENSG00000213380,7374,18623,16q22.1,0,ID data freeze 388,2,"B, E, H, M",Mendelian autosomal,recessive,1,CONGENITAL DISORDER OF GLYCOSYLATION,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIH; CDG2H",0,611182,transporters,1,1
COL18A1,80781,120328,ENSG00000182871,382,2195,21q22.3,0,ID data freeze 650,5,"L2, T",Mendelian autosomal,recessive,1,KNOBLOCH SYNDROME ,KNOBLOCH SYNDROME 1; KNO1,0,267750,NULL,0,0
COL4A1,1282,120130,ENSG00000187498,359,2202,13q34,0,ID data freeze 388,7,"E, H, L1, T",Mendelian autosomal,dominant,0,"PORENCEPHALY; BRAIN SMALL VESSEL DISEASE WITH HEMORRHAGE; ANGIOPATHY, HEREDITARY, WITH NEPHROPATHY, ANEURYSMS, AND MUSCLE CRAMPS","PORENCEPHALY 1; POREN1; BRAIN SMALL VESSEL DISEASE WITH HEMORRHAGE; ANGIOPATHY, HEREDITARY, WITH NEPHROPATHY, ANEURYSMS, AND MUSCLE CRAMPS; HANAC",0,175780; 607595; 611773,"nervous system development, synapse",0,0
COL4A2,1284,120090,ENSG00000134871,355,2203,13q34,0,ID data freeze 650,7,"E, H, L1",Mendelian autosomal,dominant,1,PORENCEPHALY,PORENCEPHALY 2; POREN2,0,614483,"nervous system development, response to growth factor, RNA metabolism, transcription",0,0
COLEC11,78989,612502,ENSG00000118004,10847,17213,2p25.3,0,ID data freeze 650,4,"A, T, Ua, Uc, X",Mendelian autosomal,recessive,0,3MC SYNDROME,3MC SYNDROME 2; 3MC2,0,265050,NULL,0,0
COQ2,27235,609825,ENSG00000173085,13062,25223,4q21.23,0,ID data freeze 388,8b,"C, E, G, H, L2, M, Q",Mendelian autosomal,recessive,0,"COENZYME Q10 DEFICIENCY, PRIMARY","COENZYME Q10 DEFICIENCY, PRIMARY, 1; COQ10D1",0,607426,mitochondria,1,1
COQ5,84274,NULL,ENSG00000110871,17560,28722,12q24.31,0,ID data freeze 650,3,NULL,Mendelian autosomal,recessive,1,non-syndromic ID,non-syndromic ID,0,NULL,mitochondria,0,0
COX10,1352,602125,ENSG00000006695,3673,2260,17p12,0,ID data freeze 388,8b,"C, E, G, H, L2, M, Q",Mendelian autosomal,recessive,0,"ENCEPHALOPATHY, PROGRESSIVE MITOCHONDRIAL, WITH PROXIMAL RENAL TUBULOPATHY DUE TO CYTOCHROME C OXIDASE DEFICIENCY","ENCEPHALOPATHY, PROGRESSIVE MITOCHONDRIAL, WITH PROXIMAL RENAL TUBULOPATHY DUE TO CYTOCHROME C OXIDASE DEFICIENCY",0,NULL,"mitochondria, transporters",1,1
COX15,1355,603646,ENSG00000014919,4707,2263,10q24,0,ID data freeze 388,8b,"C, E, G, H, L2, M, Q",Mendelian autosomal,recessive,1,"LEIGH SYNDROME; CARDIOENCEPHALOMYOPATHY, FATAL INFANTILE, DUE TO CYTOCHROME C OXIDASE DEFICIENCY","LEIGH SYNDROME; LS; CARDIOENCEPHALOMYOPATHY, FATAL INFANTILE, DUE TO CYTOCHROME C OXIDASE DEFICIENCY 2; CEMCOX2",0,256000; 615119,"mitochondria, transporters",1,1
CRBN,51185,609262,ENSG00000113851,16750,30185,3p26.2,0,ID data freeze 388,6,NULL,Mendelian autosomal,recessive,1,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE","MENTAL RETARDATION, AUTOSOMAL RECESSIVE 2; MRT2",0,607417,"transporters, ubiquitination",1,1
CREBBP,1387,600140,ENSG00000005339,2534,2348,16p13.3,0,ID data freeze 388,1,"A, T, Ua, V, W",Mendelian autosomal,dominant,0,RUBINSTEIN-TAYBI SYNDROME,RUBINSTEIN-TAYBI SYNDROME 1; RSTS1,1,180849,"chromatin, hedgehog signaling, metabolism, RNA metabolism, transcription",1,1
CTCF,10664,604167,ENSG00000102974,5005,13723,16q21-q22.3,0,ID data freeze 650,5,"A, B, P",Mendelian autosomal,dominant,1,"MENTAL RETARDATION, AUTOSOMAL DOMINANT","MENTAL RETARDATION, AUTOSOMAL DOMINANT 21; MRD21",0,615502,"cell cycle, chromatin, chromosome segregation, metabolism, RNA metabolism, transcription",0,0
CTDP1,9150,604927,ENSG00000060069,5377,2498,18q23,0,ID data freeze 388,5,"A, G, H, K, L2, Q, T, U",Mendelian autosomal,recessive,0,"CONGENITAL CATARACTS, FACIAL DYSMORPHISM, AND NEUROPATHY","CONGENITAL CATARACTS, FACIAL DYSMORPHISM, AND NEUROPATHY",0,604168,"actin, cell cycle, centrosome, metabolism, microtubule, RNA metabolism, transcription",1,1
CTNNB1,1499,116806,ENSG00000168036,286,2514,3p21,1,ID data freeze 650,2,"A, H",Mendelian autosomal,dominant,1,"MENTAL RETARDATION, AUTOSOMAL DOMINANT","MENTAL RETARDATION, AUTOSOMAL DOMINANT 19; MRD19",0,615075,"cell cycle, centrosome, chromatin, chromosome segregation, glutamate receptor signaling, ion transport, MAPK signaling, metabolism, microtubule, nervous system development, response to growth factor, RNA metabolism, synapse, transcription, transporters, vesicle transport, Wnt signaling",1,1
CUL4B,8450,300304,ENSG00000158290,2251,2555,Xq23,0,ID data freeze 388,5,"A, H, K, N, P",Mendelian X-linked,recessive,0,"MENTAL RETARDATION, X-LINKED, WITH SHORT STATURE, HYPOGONADISM, AND ABNORMAL GAIT","MENTAL RETARDATION, X-LINKED, WITH SHORT STATURE, HYPOGONADISM, AND ABNORMAL GAIT",0,300354,"cell cycle, DNA repair, metabolism, ubiquitination",1,1
CYB5R3,1727,613213,ENSG00000100243,8942,2873,22q13.2,0,ID data freeze 388,2,"A, B, C, E, G, H, M",Mendelian autosomal,recessive,0,METHEMOGLOBINEMIA DUE TO DEFICIENCY OF METHEMOGLOBIN REDUCTASE,"METHEMOGLOBINEMIA DUE TO DEFICIENCY OF METHEMOGLOBIN REDUCTASE, TYPE II",0,250800,mitochondria,0,0
D2HGDH,728294,609186,ENSG00000180902,14502,28358,2q37.3,0,ID data freeze 388,5,"E, H, (L2), M, (Q)",Mendelian autosomal,recessive,0,D-2-HYDROXYGLUTARIC ACIDURIA,D-2-HYDROXYGLUTARIC ACIDURIA 1,0,600721,mitochondria,1,1
DARS,1615,603084,ENSG00000115866,4361,2678,2q21.3,1,ID data freeze 650,8a,"G, H, L2",Mendelian autosomal,recessive,0,HYPOMYELINATION WITH BRAINSTEM AND SPINAL CORD INVOLVEMENT AND LEG SPASTICITY,HYPOMYELINATION WITH BRAINSTEM AND SPINAL CORD INVOLVEMENT AND LEG SPASTICITY; HBSL,0,615281,RNA metabolism,0,0
DARS2,55157,610956,ENSG00000117593,7677,25538,1q25.1,0,ID data freeze 388,8a,"G, H, L2, M",Mendelian autosomal,recessive,0,LEUKOENCEPHALOPATHY WITH BRAINSTEM AND SPINAL CORD INVOLVEMENT AND LACTATE ELEVATION,LEUKOENCEPHALOPATHY WITH BRAINSTEM AND SPINAL CORD INVOLVEMENT AND LACTATE ELEVATION; LBSL,0,611105,"mitochondria, RNA metabolism",1,1
DBT,1629,248610,ENSG00000137992,2010,2698,1p31,1,ID data freeze 388,8a,"(C), H, M",Mendelian autosomal,recessive,0,MAPLE SYRUP URINE DISEASE,"MAPLE SYRUP URINE DISEASE, TYPE II",0,248600,mitochondria,1,1
DCX,1641,300121,ENSG00000077279,2127,2714,Xq22.3-q23,1,ID data freeze 388,"1, 4","B, C, E, L1, P",Mendelian X-linked,not sure,0,LISSENCEPHALY,"LISSENCEPHALY, X-LINKED, 1; LISX1",0,300067,"microtubule, nervous system development",0,0
